stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version,candidate_name
CID100005291,CID000005291,C0917801,,common,0.01,1,PT,C0917801,Insomnia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0917801,placebo,0%,0,0,PT,C0917801,Insomnia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0917801,placebo,7.2%,0.072,0.072,PT,C0917801,Insomnia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0206061,,rare,0,0.001,PT,C0206062,Interstitial lung disease,FALSE,4.1,imatinib
CID100005291,CID000005291,C0206062,,postmarketing,0,0.001,PT,C0206062,Interstitial lung disease,FALSE,4.1,imatinib
CID100005291,CID000005291,C0206062,,uncommon,0.001,0.01,PT,C0206062,Interstitial lung disease,FALSE,4.1,imatinib
CID100005291,CID000005291,C0021843,,postmarketing,0,0.001,PT,C0021843,Intestinal obstruction,FALSE,4.1,imatinib
CID100005291,CID000005291,C0021843,,rare,0,0.001,PT,C0021843,Intestinal obstruction,FALSE,4.1,imatinib
CID100005291,CID000005291,C0021843,,uncommon,0.001,0.01,PT,C0021843,Intestinal obstruction,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151740,,postmarketing,0,0.001,PT,C0151740,Intracranial pressure increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151740,,rare,0,0.001,PT,C0151740,Intracranial pressure increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0022346,,uncommon,0.001,0.01,PT,C0022346,Jaundice,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152031,,common,0.01,1,PT,C0152031,Joint swelling,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,0%,0,0,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,11%,0.11,0.11,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,16%,0.16,0.16,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,17%,0.17,0.17,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,17.7%,0.177,0.177,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,18%,0.18,0.18,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,6%,0.06,0.06,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,9.8%,0.098,0.098,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,,common,0.01,1,PT,C0152227,Lacrimation increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0152227,placebo,0%,0,0,PT,C0152227,Lacrimation increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0152227,placebo,3.8%,0.038,0.038,PT,C0152227,Lacrimation increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0858635,,0%,0,0,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,0.2%,0.002,0.002,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,0.25%,0.0025,0.0025,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,11.3%,0.113,0.113,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,11.4%,0.114,0.114,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,12%,0.12,0.12,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,14.2%,0.142,0.142,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,16.9%,0.169,0.169,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,18.1%,0.181,0.181,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,7%,0.07,0.07,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,9.5%,0.095,0.095,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0858635,,uncommon,0.001,0.01,PT,C0549373,Laryngeal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023380,,11.7%,0.117,0.117,PT,C0023380,Lethargy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023380,,12.2%,0.122,0.122,PT,C0023380,Lethargy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023380,,69.3%,0.693,0.693,PT,C0023380,Lethargy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023380,,74.9%,0.749,0.749,PT,C0023380,Lethargy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151436,,rare,0,0.001,PT,C2973529,Leukocytoclastic vasculitis,FALSE,4.1,imatinib
CID100005291,CID000005291,C0162835,,uncommon,0.001,0.01,PT,C0162835,Leukoderma,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,0.3%,0.003,0.003,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,0.7%,0.007,0.007,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,1.6%,0.016,0.016,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,17%,0.17,0.17,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,19.6%,0.196,0.196,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,,5%,0.05,0.05,PT,C0023530,Leukopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023530,placebo,0%,0,0,PT,C0023530,Leukopenia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0023530,placebo,2.6%,0.026,0.026,PT,C0023530,Leukopenia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0011124,,uncommon,0.001,0.01,PT,C0011124,Libido decreased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023646,,postmarketing,0,0.001,PT,C0023646,Lichen planus,FALSE,4.1,imatinib
CID100005291,CID000005291,C0023646,,rare,0,0.001,PT,C0023646,Lichen planus,FALSE,4.1,imatinib
CID100005291,CID000005291,C1274594,,postmarketing,0,0.001,PT,C1274594,Lichenoid keratosis,FALSE,4.1,imatinib
CID100005291,CID000005291,C1274594,,rare,0,0.001,PT,C1274594,Lichenoid keratosis,FALSE,4.1,imatinib
CID100005291,CID000005291,C0039070,,infrequent,0.001,0.01,PT,C0041657,Loss of consciousness,FALSE,4.1,imatinib
CID100005291,CID000005291,C0039070,,uncommon,0.001,0.01,PT,C0041657,Loss of consciousness,FALSE,4.1,imatinib
CID100005291,CID000005291,C0497156,,uncommon,0.001,0.01,PT,C0497156,Lymphadenopathy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0024312,,0.7%,0.007,0.007,PT,C0024312,Lymphopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0024312,,1.9%,0.019,0.019,PT,C0024312,Lymphopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0024312,,10.1%,0.101,0.101,PT,C0024312,Lymphopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0024312,,6%,0.06,0.06,PT,C0024312,Lymphopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0024312,,uncommon,0.001,0.01,PT,C0024312,Lymphopenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0271051,,rare,0,0.001,PT,C0271051,Macular oedema,FALSE,4.1,imatinib
CID100005291,CID000005291,C0271051,,uncommon,0.001,0.01,PT,C0271051,Macular oedema,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231218,,11.7%,0.117,0.117,PT,C0231218,Malaise,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231218,,12.2%,0.122,0.122,PT,C0231218,Malaise,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231218,,69.3%,0.693,0.693,PT,C0231218,Malaise,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231218,,74.9%,0.749,0.749,PT,C0231218,Malaise,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231218,,uncommon,0.001,0.01,PT,C0231218,Malaise,FALSE,4.1,imatinib
CID100005291,CID000005291,C0025061,,postmarketing,0,0.001,PT,C0025061,Mediastinal disorder,FALSE,4.1,imatinib
CID100005291,CID000005291,C0025222,,uncommon,0.001,0.01,PT,C0025222,Melaena,FALSE,4.1,imatinib
CID100005291,CID000005291,C0233794,,infrequent,0.001,0.01,PT,C0233794,Memory impairment,FALSE,4.1,imatinib
CID100005291,CID000005291,C0233794,,uncommon,0.001,0.01,PT,C0233794,Memory impairment,FALSE,4.1,imatinib
CID100005291,CID000005291,C0025323,,infrequent,0.001,0.01,PT,C0025323,Menorrhagia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0025323,,uncommon,0.001,0.01,PT,C0025323,Menorrhagia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0156404,,uncommon,0.001,0.01,PT,C0156404,Menstruation irregular,FALSE,4.1,imatinib
CID100005291,CID000005291,C0149931,,infrequent,0.001,0.01,PT,C0149931,Migraine,FALSE,4.1,imatinib
CID100005291,CID000005291,C0149931,,uncommon,0.001,0.01,PT,C0149931,Migraine,FALSE,4.1,imatinib
CID100005291,CID000005291,C0149745,,common,0.01,1,PT,C0149745,Mouth ulceration,FALSE,4.1,imatinib
CID100005291,CID000005291,C0149745,,uncommon,0.001,0.01,PT,C0149745,Mouth ulceration,FALSE,4.1,imatinib
CID100005291,CID000005291,C0333355,,0%,0,0,PT,C0333355,Mucosal inflammation,FALSE,4.1,imatinib
CID100005291,CID000005291,C0333355,,1.1%,0.011,0.011,PT,C0333355,Mucosal inflammation,FALSE,4.1,imatinib
CID100005291,CID000005291,C0333355,,10.3%,0.103,0.103,PT,C0333355,Mucosal inflammation,FALSE,4.1,imatinib
CID100005291,CID000005291,C0333355,,3.2%,0.032,0.032,PT,C0333355,Mucosal inflammation,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,0%,0,0,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,0.2%,0.002,0.002,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,0.4%,0.004,0.004,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,0.8%,0.008,0.008,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,1%,0.01,0.01,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,1.1%,0.011,0.011,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,1.6%,0.016,0.016,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,11.4%,0.114,0.114,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,11.8%,0.118,0.118,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,13.8%,0.138,0.138,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,2%,0.02,0.02,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,2.2%,0.022,0.022,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,27%,0.27,0.27,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,28%,0.28,0.28,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,30%,0.3,0.3,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,35.4%,0.354,0.354,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,41%,0.41,0.41,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,42%,0.42,0.42,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,43.2%,0.432,0.432,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,47%,0.47,0.47,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,49.2%,0.492,0.492,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,55%,0.55,0.55,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,55.2%,0.552,0.552,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,57.2%,0.572,0.572,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,58%,0.58,0.58,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,62%,0.62,0.62,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,9.9%,0.099,0.099,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026821,,very common,0.1,1,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,0%,0,0,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,0.5%,0.005,0.005,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,1%,0.01,0.01,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,16.3%,0.163,0.163,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,30.9%,0.309,0.309,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,49%,0.49,0.49,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,,very common,0.1,1,PT,C0037763,Muscle spasms,FALSE,4.1,imatinib
CID100005291,CID000005291,C0037763,placebo,0%,0,0,PT,C0037763,Muscle spasms,TRUE,4.1,imatinib
CID100005291,CID000005291,C0037763,placebo,3.3%,0.033,0.033,PT,C0037763,Muscle spasms,TRUE,4.1,imatinib
CID100005291,CID000005291,C0151786,,rare,0,0.001,PT,C0151786,Muscular weakness,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,0%,0,0,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,1%,0.01,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,11%,0.11,0.11,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,12.3%,0.123,0.123,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,13.6%,0.136,0.136,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,15%,0.15,0.15,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,15.1%,0.151,0.151,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,17.2%,0.172,0.172,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,2.2%,0.022,0.022,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,2.5%,0.025,0.025,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,25%,0.25,0.25,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,26.7%,0.267,0.267,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,3%,0.03,0.03,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,30.3%,0.303,0.303,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,31%,0.31,0.31,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,31.4%,0.314,0.314,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,34%,0.34,0.34,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,36%,0.36,0.36,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,38.1%,0.381,0.381,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,38.3%,0.383,0.383,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,39.4%,0.394,0.394,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,4%,0.04,0.04,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,4.8%,0.048,0.048,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,40%,0.4,0.4,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,5%,0.05,0.05,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,6%,0.06,0.06,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,6.8%,0.068,0.068,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,7.3%,0.073,0.073,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,7.7%,0.077,0.077,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,8.8%,0.088,0.088,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,very common,0.1,1,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,placebo,0.3%,0.003,0.003,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1,imatinib
CID100005291,CID000005291,C0003862,placebo,14.5%,0.145,0.145,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0%,0,0,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.155%,0.0015456,0.0015456,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.2%,0.002,0.002,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.514%,0.00514139,0.00514139,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,1%,0.01,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,1.5%,0.015,0.015,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,12.2%,0.122,0.122,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,15.2%,0.152,0.152,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,2%,0.02,0.02,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,20.9%,0.209,0.209,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,22%,0.22,0.22,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,22.5%,0.225,0.225,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,24%,0.24,0.24,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,24.1%,0.241,0.241,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,25%,0.25,0.25,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,27%,0.27,0.27,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,3.8%,0.038,0.038,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,30.2%,0.302,0.302,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,32.2%,0.322,0.322,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,38.6%,0.386,0.386,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,38.8%,0.388,0.388,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,5.43%,0.0543478,0.0543478,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,5.6%,0.056,0.056,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,8%,0.08,0.08,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,8.1%,0.081,0.081,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,8.3%,0.083,0.083,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,9%,0.09,0.09,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,9.3%,0.093,0.093,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,very common,0.1,1,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,placebo,0.3%,0.003,0.003,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1,imatinib
CID100005291,CID000005291,C0231528,placebo,11.6%,0.116,0.116,PT,C0948594,Musculoskeletal discomfort,TRUE,4.1,imatinib
CID100005291,CID000005291,C0026858,,0%,0,0,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,1%,0.01,0.01,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,11%,0.11,0.11,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,19%,0.19,0.19,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,2%,0.02,0.02,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,2.7%,0.027,0.027,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,3%,0.03,0.03,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,3.4%,0.034,0.034,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,30%,0.3,0.3,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,33.3%,0.333,0.333,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,33.6%,0.336,0.336,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,35%,0.35,0.35,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,37%,0.37,0.37,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,38%,0.38,0.38,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,39.2%,0.392,0.392,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,40.5%,0.405,0.405,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,42%,0.42,0.42,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,43%,0.43,0.43,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,44.1%,0.441,0.441,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,44.8%,0.448,0.448,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,46%,0.46,0.46,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,47%,0.47,0.47,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,49%,0.49,0.49,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,5.4%,0.054,0.054,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,6%,0.06,0.06,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,7.7%,0.077,0.077,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,8.1%,0.081,0.081,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,8.6%,0.086,0.086,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,9%,0.09,0.09,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0026858,,very common,0.1,1,PT,C0026858,Musculoskeletal pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0221170,,infrequent,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1,imatinib
CID100005291,CID000005291,C0221170,,uncommon,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0%,0,0,PT,C0231528,Myalgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.155%,0.0015456,0.0015456,PT,C0231528,Myalgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.2%,0.002,0.002,PT,C0231528,Myalgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,0.514%,0.00514139,0.00514139,PT,C0231528,Myalgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0231528,,1%,0.01,0.01,PT,C0231528,Myalgia,FALSE,4.1,imatinib
